,Country Name,Indicator Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
348601,Sweden,"Adjusted net savings, excluding particulate emission damage (current US$)",33526083995,25011986931,13153760309,29896111922,44009040939,47957754967,44190255947,44857807313,46583942648,46211329510,41811354167,42999419603,59813456511,71188449388,73320938372,89950102379,1.10E+11,1.11E+11,68812498161,88266405853,1.03E+11,97279653013,1.01E+11,1.02E+11,89257799004,90094777728,1.00E+11,1.03E+11,1.08E+11,1.06E+11,,
348602,Sweden,"Adjusted net savings, including particulate emission damage (% of GNI)",12.5412515,9.138394969,6.426159269,13.47887253,16.88306735,16.84555742,16.89328595,16.89300815,16.96983281,17.54201463,17.17879988,16.01828368,17.56823609,18.37265836,18.40158832,20.70612956,21.78107808,20.67879409,15.37297162,17.32149137,17.61879292,17.20079893,16.85577296,17.1334248,17.52468473,17.34865133,18.25590881,18.11026367,19.71509758,18.93262308,,
348603,Sweden,"Adjusted net savings, including particulate emission damage (current US$)",33359728988,24856434316,13045103316,29788308291,43895975117,47841383072,44091476335,44766471603,46497341906,46135498464,41744483715,42929000271,59732002695,71102187841,73238321532,89864602293,1.10E+11,1.11E+11,68717183154,88166391057,1.03E+11,97184513942,1.01E+11,1.02E+11,89200645290,90039500382,1.00E+11,1.03E+11,1.08E+11,1.06E+11,,
348604,Sweden,Adjusted savings: carbon dioxide damage (% of GNI),0.262288266,0.281532993,0.392454647,0.390414436,0.344460863,0.359347926,0.36420395,0.378279735,0.372458858,0.380397604,0.420746061,0.406880102,0.34378949,0.305436961,0.293464204,0.277377213,0.241866279,0.231715895,0.265091083,0.271486068,0.226658806,0.233265165,0.218896366,0.221949502,0.268553417,0.267921026,0.260763121,0.249200877,0.259944737,0.246036673,,
348605,Sweden,Adjusted savings: carbon dioxide damage (current US$),697686787.3,765769741.5,796682934.3,862815903.5,895598244.9,1020548111,950572308.9,1002441297,1020537270,1000445698,1022412928,1090438674,1168884267,1182041038,1167987530,1203817106,1223843372,1241997199,1184957139,1381864088,1328220605,1317948185,1313378194,1318380044,1366936891,1390510127,1434197168,1410476963,1427096609,1372884637,,
348606,Sweden,Adjusted savings: consumption of fixed capital (% of GNI),13.96684464,14.39120962,15.24205977,14.36707318,13.97796354,14.21716936,14.44205246,14.6531092,15.12501248,15.55890806,16.0957282,16.31495291,15.69565818,15.60693087,15.57930162,15.22545825,15.11325256,15.77220399,17.26869356,16.43272435,16.21279276,16.58442874,16.5664285,16.54932537,16.45101111,16.47742552,16.4773926,16.71274654,16.55624103,17.22368623,,
348607,Sweden,Adjusted savings: consumption of fixed capital (current US$),37151806754,39144090166,30941381334,31751231720,36342705203,40376760980,37693756916,38830739385,41442534195,40919928198,39112619517,43724073792,53365237807,60398822484,62005620454,66078488795,76473057970,84539013363,77191060203,83642566920,95006965558,93702022356,99398571025,98302992677,83735646558,85517838472,90625659308,94594145444,90893763253,96108169159,,
348608,Sweden,Adjusted savings: education expenditure (% of GNI),5.3,5.1,5.3,7.9619566,8.0744949,8.2848299,8.0430274,7.221127573,6.848730087,6.740149975,6.590406932,6.452175357,6.313943781,6.69,6.47,5.96,5.7,5.85,6.37,6.11,6.02,7.08,7.06903575,7.041633881,7.00974784,7.205209451,7.133391511,7.133391511,7.133391511,7.133391511,,
348609,Sweden,Adjusted savings: education expenditure (current US$),14098000000,13872000000,10759000000,17595924086,20993686740,23528916916,20992301514,19135988069,18765520439,17726594434,16014688845,17291829956,21467408856,25890300000,25750600000,25866400000,28842000000,31356000000,28473900000,31099900000,35277200000,40002000000,42414214502,41827305253,35679616508,37395037053,39233653311,40374995953,39162319396,39804324632,,
348610,Sweden,Adjusted savings: energy depletion (% of GNI),3.16E-05,1.68E-05,1.01E-05,8.73E-05,6.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
348611,Sweden,Adjusted savings: energy depletion (current US$),84045.35214,45697.09381,20560.16576,192909.5921,171266.1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
348612,Sweden,Adjusted savings: gross savings (% of GNI),21.57733821,18.78254901,16.87550946,20.32122046,23.23653762,23.18977456,23.72301075,24.75778623,25.70198011,26.79832125,27.19880787,26.35972682,27.32732768,27.63707975,28.00077103,30.34821357,31.60828859,30.97151845,26.70975924,28.37014832,28.45196563,27.07404746,26.73636598,26.99500845,27.26574387,26.94570456,28.02592669,28.0450981,29.47472509,29.47418001,,
348613,Sweden,Adjusted savings: mineral depletion (% of GNI),0.021800827,0.018548111,0.027184388,0.04137509,0.046903431,0.010944919,0.042912458,0.022124597,0.017620662,0.027799592,0.019519187,0.007379292,0.007275015,0.031262814,0.064335086,0.146081042,0.164843393,0.1173865,0.063844407,0.355415155,0.442019676,0.124314415,0.079694149,0.060331962,0.062717889,0.075512664,0.129267469,0.143017616,0.100585185,0.111910254,,
348614,Sweden,Adjusted savings: mineral depletion (current US$),57990200.32,50450862.05,55184308.04,91438948.82,121948919.6,31083569.98,112001516.3,58630182.22,48280613.03,73112927.71,47431625.5,19776501.78,24735052.47,120987090.7,256053643.6,633991720.7,834107570.2,629191640.3,285384497.1,1809063139,2590235304,702376445.9,478164896.2,358371856.3,319234055.2,391910726.4,710971080.1,809479709.1,552212666.2,624459216,,
348615,Sweden,Adjusted savings: natural resources depletion (% of GNI),0.021832423,0.018564911,0.027194516,0.041462379,0.046969302,0.010944919,0.042912458,0.022124597,0.017620662,0.027799592,0.019519187,0.007379292,0.007275015,0.031262814,0.064335086,0.146081042,0.164843393,0.1173865,0.063844407,0.355415155,0.442019676,0.124314415,0.079694149,0.060331962,0.062717889,0.075512664,0.129267469,0.143017616,0.100585185,0.111910254,,
348616,Sweden,Adjusted savings: net forest depletion (% of GNI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
348617,Sweden,Adjusted savings: net forest depletion (current US$),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
348618,Sweden,Adjusted savings: net national savings (% of GNI),7.587911665,4.395681335,1.599334045,5.997572669,9.243489473,8.971996384,9.295221555,10.10675122,10.54278835,11.23889494,11.0561769,10.00664359,11.62931382,12.04164794,12.31014561,15.1892883,16.5073008,15.19794527,9.35323038,11.85804186,12.28550076,10.49521728,10.10023816,10.38670157,10.85743683,10.49752631,11.5226074,11.37912625,12.95195569,12.16699477,,
348619,Sweden,Adjusted savings: net national savings (current US$),20183845028,11956253231,3246648112,13254635598,24033072630,25480469732,24260528258,26782890724,28887240092,29558293702,26866509876,26817804823,39539666975,46601177516,48994379546,65921511206,83526942030,81460986637,41808939797,60357433080,71993034442,59297977644,60601428975,61697007323,55264353443,54482161528,63374340692,64405854557,71106236747,67891830841,,
348620,Sweden,Adjusted savings: particulate emission damage (% of GNI),0.062539476,0.057188461,0.053525613,0.048779924,0.043486855,0.040976019,0.037846595,0.034466306,0.03160611,0.028833097,0.027518704,0.02627587,0.023957005,0.022289805,0.020758,0.019700481,0.019513046,0.020048781,0.021323268,0.019649272,0.018029354,0.016838774,0.014910439,0.01262919,0.011228628,0.010650741,0.010059514,0.010035595,0.009719697,0.009816275,,
348621,Sweden,Adjusted savings: particulate emission damage (current US$),166355007.1,155552614.5,108656993.5,107803631.1,113065821.8,116371895.1,98779611.72,91335710.4,86600741.97,75831046.16,66870451.54,70419331.86,81453815.55,86261546.85,82616840.1,85500086.12,98736014.79,107461465.6,95315006.41,100014796.2,105652016,95139070.98,89462634.27,75017387.71,57153714.48,55277346.16,55327324.76,56801466.92,53361137.74,54774811.76,,
348622,Sweden,"Adolescent fertility rate (births per 1,000 women ages 15-19)",13.425,12.278,11.545,10.158,8.847,7.796,7.187,6.765,6.931,7.055,6.612,6.532,5.974,5.795,5.739,5.826,5.88,5.953,6.062,6.263,6.253,5.878,5.765,5.37,4.735,4.564,4.316,4.066,3.432,3.325,3.345,
348628,Sweden,Age dependency ratio (% of working-age population),55.97081408,56.39762865,56.79151575,57.06571085,57.12742631,57.01251696,56.78713752,56.4537586,56.00737321,55.49933749,54.97653565,54.46293547,53.96637129,53.51201327,52.99135973,52.46598334,52.21524363,52.32880592,52.80747226,53.60074922,54.59285358,55.66024068,56.72946917,57.73349816,58.58507704,59.27151122,59.81504881,60.23376157,60.54457055,60.71402848,60.81905259,60.89790651
348629,Sweden,"Age dependency ratio, old (% of working-age population)",27.74436596,27.74363548,27.71188469,27.67361084,27.6194289,27.53107929,27.41970875,27.2632302,27.05234159,26.84628678,26.67833061,26.52977869,26.42131219,26.39728122,26.37578861,26.35731673,26.49823102,26.8566589,27.4042837,28.05945635,28.75049777,29.42196543,30.0484079,30.61823639,31.06952672,31.38836925,31.63317516,31.85709307,32.06005205,32.19518881,32.33151559,32.58022195
348630,Sweden,"Age dependency ratio, young (% of working-age population)",28.22644811,28.65399317,29.07963105,29.39210002,29.50799741,29.48143767,29.36742877,29.19052839,28.95503162,28.65305071,28.29820504,27.93315678,27.5450591,27.11473205,26.61557112,26.1086666,25.71701261,25.47214702,25.40318857,25.54129287,25.84235582,26.23827525,26.68106126,27.11526176,27.51555032,27.88314197,28.18187365,28.3766685,28.4845185,28.51883967,28.48753699,28.31768455
348632,Sweden,Agricultural land (% of land area),8.24373367,8.209364322,8.238823763,8.238823763,8.020332906,8.09398151,8.000693279,7.931954582,7.841121305,7.301277042,7.497182327,7.708308323,7.680812845,7.740959204,7.85879697,7.733348849,7.661664208,7.550945808,7.529833208,7.545790405,7.519767899,7.44219137,7.453435057,7.453410507,7.434988686,7.41674708,7.393300602,7.36634329,7.377611261,7.379478334,7.373020771,
348633,Sweden,Agricultural land (sq. km),33580,33440,33560,33560,32670,32970,32590,32310,31940,29741,30539,31399,31287,31532,32012,31501,31209,30758,30672,30737,30631,30315,30360.8,30360.7,30283.5,30209.2,30113.7,30003.9,30047.8,30055.4,30029.1,
348637,Sweden,Agricultural methane emissions (thousand metric tons of CO2 equivalent),4266.455,4391.7575,4444.8675,4462.305,4326.0375,4326.065,4311.1025,4187.8075,4114.44,3997.2,3927.075,3888.8525,3827.625,3853.285,3795.3775,3741.6125,3654.94,3643.7025,3582.2425,3571.3725,3536.915,3495.2825,3480.455,3477.095,3378.7625,3378.3325,3384.2075,3343.6925,3280.53,3239.3175,,
348639,Sweden,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),4269.6248,4368.233,4576.8032,4479.4168,4322.4006,4482.367,4477.748,4360.6042,4323.384,4364.2398,4278.3562,4247.5728,4210.2036,4244.7418,4145.2396,4075.299,4166.3082,4317.6624,4063.7664,4220.3356,4314.0268,4187.496,4258.3604,4451.822,4511.3028,4470.3576,4610.1494,4451.6134,4661.167,4843.2152,,
348640,Sweden,Agricultural raw materials exports (% of merchandise exports),6.459337659,6.574426185,6.422971005,6.595926049,6.500107853,5.145549093,5.349018432,4.533395916,1.233544057,4.731055295,4.798995112,4.76129092,4.484422509,4.188552346,4.003105883,3.950623454,4.155483085,3.727891998,4.108759657,4.079890891,3.603258944,3.593645201,3.844479873,4.084461065,4.100849118,3.810553924,3.741820533,3.919046101,3.827290682,4.051429558,4.767351156,4.34954563
348641,Sweden,Agricultural raw materials imports (% of merchandise imports),1.905265075,2.133723651,1.860096673,2.086974473,2.236470507,1.624711966,1.731347847,1.753815189,1.034091671,1.909263455,1.831978795,1.906267207,1.823019702,1.727651793,1.599202709,1.405823462,1.524134707,1.455553438,1.35737043,1.425223266,1.433668339,1.389694237,1.399121421,1.344012392,1.209730959,1.202498781,1.154138777,1.327055851,1.265738002,1.182577407,1.044234959,1.096455782
348642,Sweden,"Agriculture, forestry, and fishing, value added (% of GDP)",3.230720348,3.069366546,2.891642298,2.900369676,2.889122093,2.553932307,2.470071104,2.311342117,2.130188908,1.942859895,1.944937375,1.899677332,1.858629632,1.827754564,1.253767803,1.362220454,1.578422048,1.567468766,1.43668365,1.649409934,1.670482483,1.547145858,1.466540019,1.443298194,1.449558382,1.398744426,1.443538229,1.392786621,1.392124832,1.329353872,1.287724001,1.407024509
348643,Sweden,"Agriculture, forestry, and fishing, value added (annual % growth)",-6.684151251,-2.414760988,1.553676886,-5.184213403,-0.608799926,-1.614849188,2.62711065,-6.275564134,1.882952902,3.917699434,4.059467846,3.146697525,0.429341963,10.13340781,-0.419381266,4.585610468,4.575591849,-2.482313961,0.056934012,0.444199706,2.774021417,0.188477952,-0.138430412,6.438828464,3.117329816,-1.580362058,5.820802211,-10.13837065,5.000086507,-2.766563957,3.27571598,-1.279884482
348644,Sweden,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",5471318655,5339199386,5422153293,5141057295,5109758542,5027243648,5159314901,4835538786,4926589703,5119598680,5327427143,5495065161,5518657781,6077885880,6052396365,6329935686,6619567708,6455249254,6458924487,6487615010,6667582840,6680149764,6670902405,7100430368,7321774201,7206063659,7625514372,6852411461,7195037962,6995982635,7225151156,7132677568
348645,Sweden,"Agriculture, forestry, and fishing, value added (constant LCU)",46149702000,45035297000,45735000000,43364000000,43100000000,42404000000,43518000000,40787000000,41555000000,43183000000,44936000000,46350000000,46549000000,51266000000,51051000000,53392000000,55835000000,54449000000,54480000000,54722000000,56240000000,56346000000,56268000000,59891000000,61758000000,60782000000,64320000000,57799000000,60689000000,59010000000,60943000000,60163000000
348646,Sweden,"Agriculture, forestry, and fishing, value added (current LCU)",53578269000,50823471000,47929000000,51256000000,55089000000,49966000000,50569000000,49761000000,48238000000,46787000000,48696000000,49360000000,50249000000,51729000000,36749000000,42524000000,52408000000,53486000000,48002000000,58943000000,62274000000,57911000000,56061000000,57627000000,61758000000,61755000000,66765000000,67248000000,70297000000,66980000000,70336000000,83385000000
348647,Sweden,"Agriculture, forestry, and fishing, value added (current US$)",8859622046,8726807258,6157827658,6642845942,7722827381,7450988530,6623405498,6259349081,5838235208,5106500018,4714431177,5069258991,6214087297,7039025412,4917511792,5763426938,7754073596,8114883216,6271640204,8177981598,9590141592,8547729101,8606270163,8399476153,7321774201,7212690972,7809812477,7736308101,7432269497,7272285848,8200950605,8244307731
348653,Sweden,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",5.621003029,5.852674067,5.689997943,5.521000769,5.345306821,5.437540782,5.533013648,5.548794813,5.564486212,5.580357143,5.047672462,5.044843049,5.056179775,5.067567568,4.068441065,4.068441065,4.068441065,3.925022015,3.783716284,3.644477501,3.556469424,3.464149177,3.367191874,3.26523915,3.157894737,3.475103734,3.809608383,4.162862881,4.536489152,4.106280193,,
348654,Sweden,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",34.36553349,34.17423478,35.07232467,36.00531134,36.97526905,37.87428406,38.80486905,38.70473413,38.60459921,38.50446429,38.75490746,38.78923767,38.4019975,38.01301301,38.02281369,38.02281369,38.02281369,37.98025189,37.93706294,37.8951283,38.31391364,38.75321838,39.2145885,39.69972926,40.21052632,39.06466113,37.85631827,36.58024466,35.23058138,28.14009662,,
348655,Sweden,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",60.01346348,59.97309115,59.23767738,58.47368789,57.67942413,56.68817516,55.6621173,55.74647106,55.830345,55.91517857,56.19742008,56.16591928,56.54182272,56.91941942,57.90874525,57.90874525,57.90874525,58.09535791,58.27922078,58.4603942,58.12961694,57.78263244,57.41821963,57.03503159,56.63157895,57.46023513,58.33407335,59.25689246,60.23292946,51.00644122,,
348656,Sweden,"Annual freshwater withdrawals, total (% of internal resources)",1.737134503,1.738596491,1.690253411,1.641910331,1.593567251,1.589473684,1.585380117,1.580896686,1.576413255,1.571929825,1.564912281,1.564912281,1.556140351,1.547368421,1.538596491,1.538304094,1.538011696,1.549512671,1.561013645,1.57251462,1.535789474,1.499064327,1.462339181,1.425614035,1.388888889,1.401520468,1.414152047,1.426783626,1.439415205,1.452046784,,
348657,Sweden,"Annual freshwater withdrawals, total (billion cubic meters)",2.9705,2.973,2.890333333,2.807666667,2.725,2.718,2.711,2.703333333,2.695666667,2.688,2.676,2.676,2.661,2.646,2.631,2.6305,2.63,2.649666667,2.669333333,2.689,2.6262,2.5634,2.5006,2.4378,2.375,2.3966,2.4182,2.4398,2.4614,2.483,,
348662,Sweden,Aquaculture production (metric tons),7984,7119,5904,7410,7554,8244,6683,5476,6004,4834,6773,5618,6334,5989,5880,7549,5365,7595,8540,10644,13441,13757,13366,12899,12020,15747,14793,13095,11579.3,12090.3,15253,
348663,Sweden,Arable land (% of land area),6.841955253,6.787946277,6.817405718,6.817405718,6.785491323,6.895964228,6.864049834,6.827225532,6.736392254,6.381160491,6.57632929,6.516673921,6.485005022,6.495070331,6.596705403,6.49457934,6.459964496,6.418966774,6.450881169,6.428541092,6.392944267,6.367658247,6.354941588,6.335572005,6.322422611,6.298828825,6.273123629,6.240912341,6.23673544,6.23288152,6.224582511,
348664,Sweden,Arable land (hectares per person),0.323416354,0.318986921,0.318515865,0.316260181,0.313132333,0.317724311,0.316072847,0.314202708,0.30978088,0.292974309,0.301125455,0.297424369,0.294879713,0.294178115,0.297588856,0.291338422,0.28764468,0.283601187,0.282593511,0.279224229,0.275589089,0.2724759,0.269637272,0.266161378,0.262796318,0.258546611,0.25404521,0.249821773,0.247120141,0.245188991,0.243396314,
348665,Sweden,Arable land (hectares),2787000,2765000,2777000,2777000,2764000,2809000,2796000,2781000,2744000,2599300,2678800,2654500,2641600,2645700,2687100,2645500,2631400,2614700,2627700,2618600,2604100,2593800,2588620,2580730,2575190,2565580,2555110,2541990,2540120,2538550,2535170,
348667,Sweden,Armed forces personnel (% of total labor force),1.346539682,1.523733233,1.553677332,1.5650271,2.199349381,2.171364435,1.973309847,1.984750315,1.964309798,1.967949831,1.524532024,1.517603767,1.37177665,0.597107792,0.609783269,0.515838766,0.363272341,0.358847163,0.445197999,0.428501777,0.426310439,0.320200473,0.316391642,0.595274746,0.590089471,0.582566113,0.562729207,0.28073507,0.274895297,0.274609597,,
348668,Sweden,"Armed forces personnel, total",63000,70000,70000,70000,99600,98200,88950,88700,88700,88300,69500,69500,63200,27600,28600,24600,17600,17600,21870,21163,21300,16100,16100,30550,30550,30550,30000,15150,15000,15000,,
348669,Sweden,Arms exports (SIPRI trend indicator values),156000000,149000000,103000000,111000000,226000000,348000000,104000000,337000000,387000000,360000000,896000000,163000000,515000000,295000000,531000000,387000000,331000000,454000000,409000000,660000000,698000000,478000000,387000000,341000000,181000000,264000000,81000000,154000000,215000000,282000000,332000000,68000000
348670,Sweden,Arms imports (SIPRI trend indicator values),55000000,60000000,46000000,307000000,106000000,98000000,196000000,294000000,224000000,206000000,165000000,74000000,66000000,47000000,78000000,120000000,51000000,51000000,17000000,11000000,191000000,207000000,54000000,44000000,26000000,70000000,32000000,7000000,7000000,3000000,122000000,318000000
348672,Sweden,Average precipitation in depth (mm per year),624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,,
348694,Sweden,"Birth rate, crude (per 1,000 people)",14.4,14.2,13.5,12.8,11.7,10.8,10.2,10.1,10,10.2,10.3,10.7,11.1,11.2,11.2,11.7,11.7,11.9,12,12.3,11.8,11.9,11.8,11.9,11.7,11.8,11.5,11.4,11.1,10.9,11,
348701,Sweden,Broad money (% of GDP),40.52544414,41.91857183,43.62139148,41.19734748,39.36262995,41.76368842,40.35898556,38.2111612,39.42121286,37.78147633,44.48956378,46.40970221,46.57141663,45.98660021,51.72228032,55.85968783,62.28135114,62.25042516,63.89596809,61.83307444,63.214245,65.07886808,66.15568015,65.98385065,65.94838128,69.2697741,72.77830461,72.37712357,74.08846093,87.71592077,88.59636693,
348702,Sweden,Broad money (current LCU),6.72E+11,6.94E+11,7.23E+11,7.28E+11,7.51E+11,8.17E+11,8.26E+11,8.23E+11,8.93E+11,9.10E+11,1.11E+12,1.21E+12,1.26E+12,1.30E+12,1.52E+12,1.74E+12,2.07E+12,2.12E+12,2.13E+12,2.21E+12,2.36E+12,2.44E+12,2.53E+12,2.63E+12,2.81E+12,3.06E+12,3.37E+12,3.49E+12,3.74E+12,4.42E+12,4.84E+12,
348703,Sweden,Broad money growth (annual %),4.154081476,3.277317676,4.167266964,0.694858407,3.091412803,8.863162775,1.123269598,-0.436546982,8.514070382,1.920485364,22.42868212,8.257570929,4.411881779,3.369756696,16.48193252,15.02153,18.58977815,2.719068588,0.505098058,3.502975121,6.64863972,3.368926069,3.815993543,4.177405796,6.648328353,8.846852933,10.06391824,3.818226921,7.056509363,18.13369293,9.493370441,
348704,Sweden,Broad money to total reserves ratio,5.427140635,4.835626376,4.336607879,3.68873922,4.067261152,5.845684808,8.873854349,6.694579725,6.45053639,6.018805471,6.901699829,6.460035669,7.023715,7.150244626,8.157788936,8.435422967,9.859174292,10.84100614,5.902579603,6.35441695,7.227268092,6.881960349,5.93955395,6.136263482,5.733495891,6.01723285,6.331160895,6.637744974,7.125666802,8.236367444,9.09271079,
348706,Sweden,Capture fisheries production (metric tons),237017,307545,341897,386814,404573,370898,357383,410887,351256,338534,311817,294964,286875,269930,256359,269251,238253,231336,203415,212035,181321,151609,188951,181574,211963,205465,228726,221662,184337,179642.8,159969.28,
348710,Sweden,"Central government debt, total (% of GDP)",31.99348606,36.61367722,49.95592763,57.52924221,,85.68288018,87.96572409,87.86634803,77.83906692,70.27831726,60.86975797,59.47271638,58.18007502,57.59725305,57.86921908,51.63242856,45.69496892,45.64558959,46.92348512,43.3019148,43.68472373,43.51024796,45.16954245,49.45450857,47.43432063,46.18805621,43.94756085,42.2624001,38.67170969,43.99405145,40.66066891,
348711,Sweden,"Central government debt, total (current LCU)",5.31E+11,6.06E+11,8.28E+11,1.02E+12,,1.68E+12,1.80E+12,1.89E+12,1.76E+12,1.69E+12,1.52E+12,1.55E+12,1.57E+12,1.63E+12,1.70E+12,1.61E+12,1.52E+12,1.56E+12,1.57E+12,1.55E+12,1.63E+12,1.63E+12,1.73E+12,1.97E+12,2.02E+12,2.04E+12,2.03E+12,2.04E+12,1.95E+12,2.22E+12,2.22E+12,
348712,Sweden,Cereal production (metric tons),5160200,3759700,5241500,4471600,4791000,5954200,5986000,5618400,4931300,5604200,5382000,5398400,5290000,5507800,5050600,4128400,5057600,5195000,5241900,4279500,4656800,5055900,4985200,5775400,6162400,5447300,5949600,3260100,6147700,5954500,4980300,
348713,Sweden,Cereal yield (kg per hectare),4492.6,3359.4,4758.9,3891.4,4358.6,4893.6,4718.3,4379.7,4276.3,4560.3,4583.3,4780.4,4584.5,4892.9,4932.3,4292.2,5150.8,4820.5,5078.9,4510.4,4712.9,5101.8,5123.5,5646.9,6053.6,5438.2,5992.3,3535.5,6292.1,5994.4,5064.7,
348715,Sweden,Changes in inventories (current LCU),-13207347000,483907000,-4807000000,17234000000,21569000000,7345000000,9639000000,15588000000,5641000000,15658000000,7042000000,2256000000,8116000000,-810000000,-3886000000,828000000,23741000000,1513000000,-48686000000,16854000000,35053000000,-4952000000,2968000000,11006000000,28769000000,22290000000,27206000000,40015000000,36056000000,-941000000,18927000000,77697000000
348716,Sweden,Changes in inventories (current US$),-2183947052,83090805.03,-617594307.2,2233549379,3023719141,1095295016,1262492942,1960787232,682729068.6,1708969955,681760808.8,231690605.4,1003672362,-110220777.2,-519999206,112221745.5,3512621379,229552000.6,-6361007353,2338389662,5398131375,-730920801,455636000.9,1604189608,3410734188,2603366234,3182412316,4603384021,3812081724,-102168124.6,2206827117,7681932935
348717,Sweden,"Charges for the use of intellectual property, payments (BoP, current US$)",691455472.1,717288895.5,589818518.4,775171527,1004150617,1005618157,957304070.8,1006426054,1088775810,991779879.2,878086896.9,919579589.6,1275990110,1415045058,1512385256,1690721321,1856019769,2063470051,1855773289,1498265136,1924300998,2478866959,2850657502,3900834438,4264682982,3332624578,5119181581,4891649272,6949656309,9280974509,11240731551,15260276276
